Daily C pools (kg C/ha) and fluxes (kg C/ha/day) at site W-2 in year 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.04481,,,,,,,,,,,,
76,0,0,633.19,17.15,1583.81,67346.32,0,69640.17,19342.61,16238.63,12306.57,9326.79,12425.56,0.02,0.017,0.013,0.01,0.006,-0.65,59.68,1.04,0.19,0,0,0,0,0,0.65,0,0.65,0.65,0,0,0,-0.00206,-0.00206,0,0,0,0,0.51,0.05,0.04,0.02,0.01,0,0,0
77,0,0,632.12,17.45,1583.49,67345.67,0,69639.45,19342.04,16238.58,12306.53,9326.77,12425.53,0.02,0.017,0.013,0.01,0.006,-0.72,60.71,1.25,0.22,0,0,0,0,0,0.72,0,0.72,0.72,0,0,0,-0.00267,-0.00267,0,0,0,0,0.56,0.06,0.05,0.03,0.02,0,0,0
78,0,0,631.05,17.75,1583.18,67344.99,0,69638.71,19341.47,16238.53,12306.48,9326.73,12425.5,0.02,0.017,0.013,0.01,0.006,-0.73,61.75,1.26,0.23,0,0,0,0,0,0.73,0,0.73,0.73,0,0,0,-0.00303,-0.00303,0,0,0,0,0.57,0.06,0.05,0.03,0.02,0,0,0
79,0,0,630.12,18.02,1582.88,67344.41,0,69638.08,19341,16238.47,12306.44,9326.7,12425.47,0.02,0.017,0.013,0.01,0.006,-0.63,62.65,1.12,0.22,0,0,0,0,0,0.64,0,0.64,0.64,0,0,0,-0.00231,-0.00231,0,0,0,0,0.47,0.06,0.05,0.03,0.02,0,0,0
80,0,0,629.13,18.3,1582.58,67343.77,0,69637.4,19340.48,16238.42,12306.39,9326.67,12425.43,0.02,0.017,0.013,0.01,0.006,-0.68,63.61,1.19,0.24,0,0,0,0,0,0.69,0,0.69,0.69,0,0,0,-0.00302,-0.00302,0,0,0,0,0.52,0.06,0.05,0.03,0.02,0,0,0
81,0,0,627.94,16.33,1584.54,67343.02,0,69636.54,19339.8,16238.36,12306.34,9326.64,12425.4,0.02,0.017,0.013,0.01,0.006,-0.85,64.72,1.37,0.26,0,0,0,0,0,0.86,0,0.86,0.86,0,0,0,-0.00322,-0.00322,0,0,0,0,0.68,0.07,0.06,0.03,0.02,0,0,0
82,0,0,626.95,16.61,1584.24,67342.43,0,69635.84,19339.27,16238.31,12306.29,9326.6,12425.37,0.02,0.017,0.013,0.01,0.006,-0.7,65.62,1.14,0.24,0,0,0,0,0,0.7,0,0.7,0.7,0,0,0,-0.00216,-0.00216,0,0,0,0,0.52,0.06,0.06,0.03,0.02,0,0,0
83,0,0,626.02,16.87,1583.96,67341.87,0,69635.17,19338.78,16238.26,12306.25,9326.57,12425.33,0.02,0.017,0.013,0.01,0.006,-0.67,66.46,1.09,0.24,0,0,0,0,0,0.67,0,0.67,0.67,0,0,0,-0.0022,-0.0022,0,0,0,0,0.5,0.06,0.06,0.03,0.02,0,0,0
84,0,0,625.07,17.14,1583.67,67341.27,0,69634.48,19338.26,16238.2,12306.2,9326.53,12425.29,0.02,0.017,0.013,0.01,0.006,-0.69,67.33,1.12,0.25,0,0,0,0,0,0.69,0,0.69,0.69,0,0,0,-0.00256,-0.00256,0,0,0,0,0.51,0.06,0.06,0.03,0.02,0,0,0
85,0,0,623.74,16.37,1584.42,67340.46,0,69632.98,19337.06,16238.11,12306.1,9326.47,12425.24,0.02,0.017,0.013,0.01,0.006,-1.5,68,1.52,0.81,0.05,0,0,0,0,1.46,0,1.46,1.46,0,0,0,-0.00257,-0.00257,0,0,0,0,0.74,0.08,0.06,0.03,0.02,0,0,0
86,0,0,622.34,16.39,1584.38,67339.6,0,69630.93,19335.34,16238,12305.99,9326.42,12425.18,0.02,0.017,0.013,0.01,0.006,-2.05,68.22,1.6,1.3,0.08,0,0,0,0,1.98,0,1.98,1.98,0,0,0,-0.00214,-0.00214,0,0,0,0,0.67,0,0,0,0,0,0,0
87,0,0,621.06,16.37,1584.37,67338.85,0,69628.99,19333.71,16237.91,12305.88,9326.37,12425.12,0.02,0.017,0.013,0.01,0.006,-1.94,68.33,1.46,1.26,0.09,0,0,0,0,1.86,0,1.86,1.86,0,0,0,-0.00154,-0.00154,0,0,0,0,0.59,0,0,0,0,0,0,0
88,0,0,619.97,16.32,1584.39,67338.23,0,69627.59,19332.63,16237.8,12305.78,9326.31,12425.07,0.02,0.017,0.013,0.01,0.006,-1.39,68.67,1.25,0.83,0.07,0,0,0,0,1.32,0,1.32,1.32,0,0,0,-0.00155,-0.00155,0,0,0,0,0.55,0.08,0.07,0.04,0.02,0,0,0
89,0,0,618.94,16.31,1584.38,67337.66,0,69626.82,19332.04,16237.74,12305.73,9326.28,12425.03,0.02,0.017,0.013,0.01,0.006,-0.78,69.53,1.17,0.3,0.02,0,0,0,0,0.76,0,0.76,0.76,0,0,0,-0.00152,-0.00152,0,0,0,0,0.51,0.08,0.07,0.04,0.02,0,0,0
90,0,0,617.92,16.6,1584.06,67337.09,0,69626.08,19331.52,16237.67,12305.67,9326.23,12424.99,0.02,0.017,0.013,0.01,0.006,-0.74,70.41,1.16,0.27,0,0,0,0,0,0.74,0,0.74,0.74,0,0,0,-0.00187,-0.00187,0,0,0,0,0.53,0.08,0.07,0.04,0.02,0,0,0
91,0,0,616.81,16.32,1584.32,67336.48,0,69625.01,19330.67,16237.59,12305.6,9326.19,12424.95,0.02,0.017,0.013,0.01,0.006,-1.07,71.08,1.22,0.52,0.04,0,0,0,0,1.03,0,1.03,1.03,0,0,0,-0.0019,-0.0019,0,0,0,0,0.58,0.09,0.07,0.04,0.02,0,0,0
92,0,0,615.77,16.62,1584,67335.9,0,69624.25,19330.13,16237.52,12305.54,9326.15,12424.91,0.02,0.017,0.013,0.01,0.006,-0.76,71.96,1.17,0.29,0,0,0,0,0,0.76,0,0.76,0.76,0,0,0,-0.00194,-0.00194,0,0,0,0,0.54,0.09,0.07,0.04,0.02,0,0,0
93,0,0,614.77,16.9,1583.69,67335.34,0,69623.5,19329.6,16237.45,12305.48,9326.11,12424.87,0.02,0.017,0.013,0.01,0.006,-0.75,72.8,1.14,0.29,0,0,0,0,0,0.75,0,0.75,0.75,0,0,0,-0.00209,-0.00209,0,0,0,0,0.53,0.09,0.07,0.04,0.02,0,0,0
94,0,0,613.8,17.18,1583.38,67334.78,0,69622.77,19329.09,16237.37,12305.42,9326.06,12424.82,0.02,0.017,0.013,0.01,0.006,-0.73,73.62,1.12,0.3,0,0,0,0,0,0.74,0,0.74,0.74,0,0,0,-0.00222,-0.00222,0,0,0,0,0.51,0.09,0.07,0.04,0.02,0,0,0
95,0,0,612.89,17.45,1583.09,67334.25,0,69622.07,19328.62,16237.29,12305.36,9326.02,12424.78,0.02,0.017,0.013,0.01,0.006,-0.7,74.39,1.06,0.3,0,0,0,0,0,0.7,0,0.7,0.7,0,0,0,-0.00211,-0.00211,0,0,0,0,0.47,0.09,0.07,0.04,0.02,0,0,0
96,0,0,612.03,17.7,1582.81,67333.75,0,69621.4,19328.18,16237.22,12305.3,9325.98,12424.73,0.02,0.017,0.013,0.01,0.006,-0.67,75.11,1.02,0.3,0,0,0,0,0,0.67,0,0.67,0.67,0,0,0,-0.00209,-0.00209,0,0,0,0,0.44,0.09,0.07,0.04,0.02,0,0,0
97,0,0,611.19,17.95,1582.53,67333.27,0,69620.75,19327.75,16237.15,12305.23,9325.93,12424.68,0.02,0.017,0.013,0.01,0.006,-0.65,75.8,0.99,0.3,0,0,0,0,0,0.66,0,0.66,0.66,0,0,0,-0.00217,-0.00217,0,0,0,0,0.43,0.09,0.07,0.04,0.02,0,0,0
98,0,0,610.27,18.22,1582.23,67332.63,0,69620.01,19327.27,16237.06,12305.16,9325.88,12424.64,0.02,0.017,0.013,0.01,0.006,-0.74,76.65,1.19,0.34,0,0,0,0,0,0.74,0,0.74,0.74,0,0,0,-0.00288,-0.00288,0,0,0,0,0.49,0.1,0.08,0.05,0.03,0,0,0
99,0,0,609.38,18.49,1581.94,67332.02,0,69619.29,19326.8,16236.98,12305.09,9325.83,12424.58,0.02,0.017,0.013,0.01,0.006,-0.72,77.47,1.16,0.34,0,0,0,0,0,0.72,0,0.72,0.72,0,0,0,-0.00285,-0.00285,0,0,0,0,0.46,0.1,0.08,0.05,0.03,0,0,0
100,0,0,608.55,18.74,1581.66,67331.44,0,69618.61,19326.38,16236.89,12305.02,9325.78,12424.53,0.02,0.017,0.013,0.01,0.006,-0.68,78.22,1.09,0.34,0,0,0,0,0,0.68,0,0.68,0.68,0,0,0,-0.00253,-0.00253,0,0,0,0,0.42,0.1,0.09,0.05,0.03,0,0,0
101,0,0,607.64,16.27,1584.1,67330.86,0,69617.87,19325.9,16236.81,12304.95,9325.73,12424.48,0.02,0.017,0.013,0.01,0.006,-0.74,78.99,1.11,0.34,0,0,0,0,0,0.74,0,0.74,0.74,0,0,0,-0.00208,-0.00208,0,0,0,0,0.48,0.1,0.09,0.05,0.03,0,0,0
102,0,0,606.64,16.29,1584.05,67330.27,0,69617.06,19325.35,16236.74,12304.88,9325.67,12424.42,0.02,0.017,0.013,0.01,0.006,-0.8,79.81,1.17,0.35,0,0,0,0,0,0.81,0,0.81,0.81,0,0,0,-0.00165,-0.00165,0,0,0,0,0.53,0.1,0.09,0.05,0.03,0,0,0
103,0,0,605.57,16.31,1584,67329.63,0,69616.2,19324.76,16236.65,12304.8,9325.62,12424.37,0.02,0.017,0.013,0.01,0.006,-0.86,80.69,1.25,0.37,0,0,0,0,0,0.86,0,0.86,0.86,0,0,0,-0.00198,-0.00198,0,0,0,0,0.58,0.11,0.09,0.05,0.03,0,0,0
104,0,0,604.54,16.61,1583.68,67329.02,0,69615.37,19324.2,16236.56,12304.73,9325.57,12424.31,0.02,0.017,0.013,0.01,0.006,-0.83,81.53,1.21,0.37,0,0,0,0,0,0.84,0,0.84,0.84,0,0,0,-0.00216,-0.00216,0,0,0,0,0.56,0.11,0.09,0.05,0.03,0,0,0
105,0,0,603.49,16.91,1583.35,67328.31,0,69614.49,19323.62,16236.45,12304.65,9325.51,12424.26,0.02,0.017,0.013,0.01,0.006,-0.88,82.43,1.31,0.4,0,0,0,0,0,0.88,0,0.88,0.88,0,0,0,-0.00257,-0.00257,0,0,0,0,0.58,0.12,0.09,0.05,0.03,0,0,0
106,0,0,602.47,17.2,1583.02,67327.61,0,69613.62,19323.05,16236.35,12304.57,9325.45,12424.2,0.02,0.017,0.013,0.01,0.006,-0.87,83.32,1.3,0.41,0,0,0,0,0,0.87,0,0.87,0.87,0,0,0,-0.00284,-0.00284,0,0,0,0,0.57,0.12,0.1,0.05,0.03,0,0,0
107,0,0,601.29,16.33,1583.87,67326.79,0,69612.61,19322.35,16236.25,12304.48,9325.39,12424.14,0.02,0.017,0.013,0.01,0.006,-1.01,84.33,1.45,0.44,0,0,0,0,0,1.02,0,1.02,1.02,0,0,0,-0.00316,-0.00316,0,0,0,0,0.7,0.12,0.1,0.05,0.03,0,0,0
108,0,0,600.11,16.33,1583.84,67325.98,0,69611.59,19321.64,16236.14,12304.4,9325.33,12424.08,0.02,0.017,0.013,0.01,0.006,-1.02,85.33,1.45,0.45,0,0,0,0,0,1.02,0,1.02,1.02,0,0,0,-0.00278,-0.00278,0,0,0,0,0.7,0.13,0.1,0.06,0.03,0,0,0
109,0,0,598.82,16.37,1583.77,67325.14,0,69609.5,19319.8,16236.07,12304.31,9325.29,12424.03,0.02,0.017,0.013,0.01,0.006,-2.09,85.41,1.56,1.39,0.09,0,0,0,0,2,0,2,2,0,0,0,-0.00206,-0.00206,0,0,0,0,0.61,0,0,0,0,0,0,0
110,0,0,597.55,16.36,1583.74,67324.34,0,69607.49,19318.02,16236,12304.21,9325.25,12423.99,0.02,0.017,0.013,0.01,0.006,-2.02,85.5,1.52,1.32,0.11,0,0,0,0,1.91,0,1.91,1.91,0,0,0,-0.00186,-0.00186,0,0,0,0,0.59,0,0,0,0,0,0,0
111,0,0,596.4,16.33,1583.74,67323.55,0,69606.3,19317.17,16235.89,12304.12,9325.2,12423.94,0.02,0.017,0.013,0.01,0.006,-1.18,86.28,1.42,0.6,0.05,0,0,0,0,1.14,0,1.14,1.14,0,0,0,-0.00238,-0.00238,0,0,0,0,0.65,0.14,0.1,0.06,0.03,0,0,0
112,0,0,595.31,16.31,1583.72,67322.84,0,69605.36,19316.57,16235.77,12304.02,9325.13,12423.87,0.02,0.017,0.013,0.01,0.006,-0.94,87.17,1.34,0.45,0,0,0,0,0,0.94,0,0.94,0.94,0,0,0,-0.00217,-0.00217,0,0,0,0,0.6,0.14,0.11,0.06,0.03,0,0,0
113,0,0,594.3,16.61,1583.39,67322.16,0,69604.46,19316.01,16235.65,12303.93,9325.07,12423.81,0.02,0.017,0.013,0.01,0.006,-0.9,87.99,1.27,0.45,0,0,0,0,0,0.9,0,0.9,0.9,0,0,0,-0.00223,-0.00223,0,0,0,0,0.56,0.14,0.11,0.06,0.03,0,0,0
114,0,0,593.32,16.89,1583.07,67321.52,0,69603.58,19315.47,16235.53,12303.84,9325,12423.74,0.02,0.017,0.013,0.01,0.006,-0.88,88.77,1.24,0.45,0,0,0,0,0,0.89,0,0.89,0.89,0,0,0,-0.00242,-0.00242,0,0,0,0,0.54,0.14,0.11,0.06,0.03,0,0,0
115,0,0,592.33,17.18,1582.75,67320.81,0,69602.66,19314.91,16235.41,12303.74,9324.93,12423.67,0.02,0.017,0.013,0.01,0.006,-0.91,89.59,1.29,0.47,0,0,0,0,0,0.92,0,0.92,0.92,0,0,0,-0.00294,-0.00294,0,0,0,0,0.56,0.14,0.11,0.06,0.03,0,0,0
116,0,0,591.37,17.46,1582.43,67320.09,0,69601.75,19314.37,16235.28,12303.64,9324.86,12423.6,0.02,0.017,0.013,0.01,0.006,-0.91,90.39,1.29,0.49,0,0,0,0,0,0.91,0,0.91,0.91,0,0,0,-0.00321,-0.00321,0,0,0,0,0.55,0.15,0.11,0.06,0.04,0,0,0
117,0,0,590.5,17.72,1582.14,67319.45,0,69600.91,19313.88,16235.16,12303.54,9324.79,12423.53,0.02,0.017,0.013,0.01,0.006,-0.84,91.09,1.17,0.47,0,0,0,0,0,0.84,0,0.84,0.84,0,0,0,-0.00275,-0.00275,0,0,0,0,0.48,0.14,0.11,0.07,0.04,0,0,0
118,0,0,589.68,17.97,1581.85,67318.87,0,69600.11,19313.44,16235.04,12303.44,9324.72,12423.46,0.02,0.017,0.013,0.01,0.006,-0.8,91.73,1.11,0.47,0,0,0,0,0,0.8,0,0.8,0.8,0,0,0,-0.00254,-0.00254,0,0,0,0,0.44,0.14,0.12,0.07,0.04,0,0,0
119,0,0,588.85,18.22,1581.57,67318.23,0,69599.28,19312.98,16234.92,12303.34,9324.65,12423.39,0.02,0.017,0.013,0.01,0.006,-0.83,92.4,1.15,0.48,0,0,0,0,0,0.83,0,0.83,0.83,0,0,0,-0.00306,-0.00306,0,0,0,0,0.46,0.14,0.12,0.07,0.04,0,0,0
120,0,0,587.99,18.48,1581.28,67317.57,0,69598.42,19312.49,16234.8,12303.24,9324.58,12423.31,0.02,0.017,0.013,0.01,0.006,-0.86,93.1,1.2,0.5,0,0,0,0,0,0.87,0,0.87,0.87,0,0,0,-0.00374,-0.00374,0,0,0,0,0.49,0.15,0.12,0.07,0.04,0,0,0
121,0,0,587.12,18.74,1580.99,67316.85,0,69597.52,19311.98,16234.67,12303.14,9324.5,12423.24,0.02,0.017,0.013,0.01,0.006,-0.9,93.81,1.25,0.53,0,0,0,0,0,0.91,0,0.91,0.91,0,0,0,-0.0045,-0.0045,0,0,0,0,0.51,0.15,0.13,0.07,0.04,0,0,0
122,0,0,585.9,16.35,1583.34,67315.88,0,69596.15,19311.02,16234.53,12303.01,9324.42,12423.16,0.02,0.017,0.013,0.01,0.006,-1.37,94.68,1.67,0.77,0.03,0,0,0,0,1.34,0,1.34,1.34,0,0,0,-0.00326,-0.00326,0,0,0,0,0.73,0.19,0.13,0.07,0.04,0,0,0
123,0,0,584.67,16.35,1583.3,67314.88,0,69594.78,19310.08,16234.37,12302.89,9324.35,12423.1,0.02,0.017,0.013,0.01,0.006,-1.36,95.58,1.69,0.75,0.04,0,0,0,0,1.33,0,1.33,1.33,0,0,0,-0.00338,-0.00338,0,0,0,0,0.74,0.2,0.14,0.07,0.04,0,0,0
124,0,0,583.49,16.68,1582.92,67313.93,0,69593.62,19309.37,16234.2,12302.77,9324.27,12423.01,0.02,0.017,0.013,0.01,0.006,-1.16,96.6,1.64,0.62,0,0,0,0,0,1.17,0,1.17,1.17,0,0,0,-0.00345,-0.00345,0,0,0,0,0.71,0.2,0.14,0.08,0.04,0,0,0
125,0,0,582.44,16.99,1582.57,67313.05,0,69592.56,19308.76,16234.04,12302.64,9324.18,12422.93,0.02,0.017,0.013,0.01,0.006,-1.07,97.49,1.5,0.6,0,0,0,0,0,1.07,0,1.07,1.07,0,0,0,-0.00306,-0.00306,0,0,0,0,0.61,0.19,0.14,0.08,0.04,0,0,0
126,0,0,581.31,16.32,1583.19,67312.19,0,69591.42,19308.05,16233.89,12302.53,9324.1,12422.85,0.02,0.017,0.013,0.01,0.006,-1.14,98.41,1.54,0.62,0.01,0,0,0,0,1.14,0,1.14,1.14,0,0,0,-0.00262,-0.00262,0,0,0,0,0.67,0.19,0.14,0.08,0.04,0,0,0
127,0,0,580.23,16.64,1582.84,67311.33,0,69590.32,19307.41,16233.73,12302.4,9324.01,12422.76,0.02,0.017,0.013,0.01,0.006,-1.09,99.28,1.49,0.62,0,0,0,0,0,1.1,0,1.1,1.1,0,0,0,-0.00287,-0.00287,0,0,0,0,0.64,0.19,0.14,0.08,0.04,0,0,0
128,0,0,579.13,16.31,1583.13,67310.44,0,69589.18,19306.73,16233.57,12302.28,9323.93,12422.68,0.02,0.017,0.013,0.01,0.006,-1.14,100.18,1.53,0.63,0,0,0,0,0,1.14,0,1.14,1.14,0,0,0,-0.00319,-0.00319,0,0,0,0,0.68,0.19,0.14,0.08,0.04,0,0,0
129,0,0,577.92,16.34,1583.05,67309.44,0,69586.56,19304.75,16233.35,12302.08,9323.82,12422.57,0.02,0.017,0.013,0.01,0.006,-2.62,99.81,1.7,1.96,0.11,0,0,0,0,2.52,0,2.52,2.52,0,0,0,-0.00327,-0.00327,0,0,0,0,0.73,0.22,0.15,0.08,0.05,0,0,0
130,0,0,576.76,16.33,1583.02,67308.48,0,69585.37,19304.04,16233.17,12301.95,9323.73,12422.48,0.02,0.017,0.013,0.01,0.006,-1.2,100.77,1.64,0.66,0.01,0,0,0,0,1.19,0,1.19,1.19,0,0,0,-0.0029,-0.0029,0,0,0,0,0.69,0.21,0.15,0.08,0.05,0,0,0
131,0,0,575.68,16.65,1582.66,67307.55,0,69584.22,19303.4,16232.99,12301.82,9323.63,12422.39,0.02,0.017,0.013,0.01,0.006,-1.15,101.67,1.56,0.67,0,0,0,0,0,1.15,0,1.15,1.15,0,0,0,-0.00306,-0.00306,0,0,0,0,0.65,0.21,0.15,0.09,0.05,0,0,0
132,0,0,574.65,16.95,1582.31,67306.68,0,69583.1,19302.77,16232.81,12301.68,9323.54,12422.29,0.02,0.017,0.013,0.01,0.006,-1.12,102.52,1.52,0.67,0,0,0,0,0,1.13,0,1.13,1.13,0,0,0,-0.00333,-0.00333,0,0,0,0,0.62,0.21,0.15,0.09,0.05,0,0,0
133,0,0,573.66,17.25,1581.97,67305.8,0,69581.99,19302.17,16232.63,12301.55,9323.44,12422.2,0.02,0.017,0.013,0.01,0.006,-1.11,103.32,1.48,0.68,0,0,0,0,0,1.12,0,1.12,1.12,0,0,0,-0.00362,-0.00362,0,0,0,0,0.6,0.21,0.16,0.09,0.05,0,0,0
134,0,0,572.7,17.53,1581.64,67304.94,0,69580.89,19301.58,16232.45,12301.41,9323.35,12422.1,0.02,0.017,0.013,0.01,0.006,-1.1,104.07,1.45,0.69,0,0,0,0,0,1.1,0,1.1,1.1,0,0,0,-0.0038,-0.0038,0,0,0,0,0.58,0.21,0.16,0.09,0.05,0,0,0
135,0,0,571.52,16.33,1582.79,67303.91,0,69578.45,19299.78,16232.22,12301.21,9323.23,12421.99,0.02,0.017,0.013,0.01,0.006,-2.44,103.89,1.72,1.81,0.1,0,0,0,0,2.34,0,2.34,2.34,0,0,0,-0.00327,-0.00327,0,0,0,0,0.73,0.25,0.17,0.09,0.05,0,0,0
136,0,0,570.35,16.67,1582.4,67302.88,0,69577.16,19299.06,16232.02,12301.07,9323.13,12421.89,0.02,0.017,0.013,0.01,0.006,-1.29,104.85,1.72,0.75,0,0,0,0,0,1.28,0,1.28,1.28,0,0,0,-0.00339,-0.00339,0,0,0,0,0.72,0.24,0.17,0.09,0.05,0,0,0
137,0,0,569.25,16.99,1582.03,67301.89,0,69575.9,19298.37,16231.81,12300.91,9323.03,12421.79,0.02,0.017,0.013,0.01,0.006,-1.26,105.73,1.65,0.76,0,0,0,0,0,1.26,0,1.26,1.26,0,0,0,-0.00373,-0.00373,0,0,0,0,0.69,0.24,0.17,0.1,0.05,0,0,0
138,0,0,568.19,17.3,1581.68,67300.93,0,69574.66,19297.7,16231.6,12300.76,9322.92,12421.68,0.02,0.017,0.013,0.01,0.006,-1.24,106.55,1.6,0.78,0,0,0,0,0,1.25,0,1.25,1.25,0,0,0,-0.00427,-0.00427,0,0,0,0,0.67,0.24,0.18,0.1,0.05,0,0,0
139,0,0,567.24,17.59,1581.34,67300.02,0,69573.5,19297.11,16231.4,12300.61,9322.82,12421.58,0.02,0.017,0.013,0.01,0.006,-1.16,107.29,1.5,0.76,0,0,0,0,0,1.16,0,1.16,1.16,0,0,0,-0.00361,-0.00361,0,0,0,0,0.59,0.23,0.18,0.1,0.05,0,0,0
140,0,0,566.31,17.87,1581.02,67299.15,0,69572.35,19296.53,16231.2,12300.45,9322.71,12421.47,0.02,0.017,0.013,0.01,0.006,-1.16,108,1.47,0.77,0,0,0,0,0,1.16,0,1.16,1.16,0,0,0,-0.004,-0.004,0,0,0,0,0.58,0.23,0.18,0.1,0.05,0,0,0
141,0,0,565.42,18.14,1580.7,67298.3,0,69571.22,19295.97,16231,12300.29,9322.6,12421.36,0.02,0.017,0.013,0.01,0.006,-1.13,108.65,1.43,0.77,0,0,0,0,0,1.14,0,1.14,1.14,0,0,0,-0.00405,-0.00405,0,0,0,0,0.56,0.23,0.18,0.1,0.06,0,0,0
142,0,0,564.56,18.41,1580.39,67297.46,0,69570.09,19295.43,16230.8,12300.13,9322.48,12421.25,0.02,0.017,0.013,0.01,0.006,-1.13,109.27,1.4,0.78,0,0,0,0,0,1.13,0,1.13,1.13,0,0,0,-0.00428,-0.00428,0,0,0,0,0.54,0.23,0.19,0.1,0.06,0,0,0
143,0,0,563.73,18.66,1580.09,67296.63,0,69568.98,19294.9,16230.6,12299.97,9322.37,12421.13,0.02,0.017,0.013,0.01,0.006,-1.12,109.85,1.37,0.78,0,0,0,0,0,1.12,0,1.12,1.12,0,0,0,-0.00433,-0.00433,0,0,0,0,0.52,0.23,0.19,0.11,0.06,0,0,0
144,0,0,562.92,18.92,1579.79,67295.82,0,69567.86,19294.38,16230.4,12299.81,9322.25,12421.01,0.02,0.017,0.013,0.01,0.006,-1.12,110.4,1.35,0.79,0,0,0,0,0,1.12,0,1.12,1.12,0,0,0,-0.0046,-0.0046,0,0,0,0,0.52,0.23,0.19,0.11,0.06,0,0,0
145,0,0,562.15,19.16,1579.51,67295.03,0,69566.77,19293.89,16230.21,12299.64,9322.13,12420.9,0.02,0.017,0.013,0.01,0.006,-1.09,110.92,1.31,0.79,0,0,0,0,0,1.09,0,1.09,1.09,0,0,0,-0.00432,-0.00432,0,0,0,0,0.49,0.23,0.2,0.11,0.06,0,0,0
146,0,0,561.01,16.32,1582.29,67293.98,0,69565.36,19293.1,16230,12299.47,9322.01,12420.78,0.02,0.017,0.013,0.01,0.006,-1.41,111.76,1.74,0.91,0,0,0,0,0,1.41,0,1.41,1.41,0,0,0,-0.00325,-0.00325,0,0,0,0,0.73,0.28,0.2,0.11,0.06,0,0,0
147,0,0,559.88,16.32,1582.24,67292.91,0,69563.92,19292.3,16229.77,12299.3,9321.9,12420.66,0.02,0.017,0.013,0.01,0.006,-1.44,112.56,1.74,0.92,0.01,0,0,0,0,1.43,0,1.43,1.43,0,0,0,-0.00358,-0.00358,0,0,0,0,0.74,0.28,0.2,0.11,0.06,0,0,0
148,0,0,558.78,16.64,1581.86,67291.9,0,69562.53,19291.57,16229.53,12299.12,9321.77,12420.54,0.02,0.017,0.013,0.01,0.006,-1.4,113.36,1.7,0.91,0,0,0,0,0,1.4,0,1.4,1.4,0,0,0,-0.004,-0.004,0,0,0,0,0.73,0.28,0.2,0.11,0.06,0,0,0
149,0,0,557.75,16.95,1581.5,67290.91,0,69561.18,19290.88,16229.29,12298.94,9321.65,12420.41,0.02,0.017,0.013,0.01,0.006,-1.35,114.07,1.62,0.91,0,0,0,0,0,1.36,0,1.36,1.36,0,0,0,-0.00409,-0.00409,0,0,0,0,0.68,0.28,0.21,0.12,0.06,0,0,0
150,0,0,556.63,16.31,1582.08,67289.85,0,69559.66,19290.03,16229.06,12298.76,9321.53,12420.29,0.02,0.017,0.013,0.01,0.006,-1.52,114.79,1.74,1,0.02,0,0,0,0,1.5,0,1.5,1.5,0,0,0,-0.00354,-0.00354,0,0,0,0,0.74,0.3,0.21,0.12,0.06,0,0,0
151,0,0,555.52,16.31,1582.03,67288.79,0,69557.74,19288.77,16228.82,12298.57,9321.41,12420.18,0.02,0.017,0.013,0.01,0.006,-1.92,115.09,1.74,1.36,0.08,0,0,0,0,1.85,0,1.85,1.85,0,0,0,-0.00309,-0.00309,0,0,0,0,0.73,0.3,0.21,0.12,0.07,0,0,0
